,ma120,ma120_slope,ma20,ma20_slope,ma5,ma5_slope,ma60,ma60_slope,weighted_avg,날짜,종목명,종목코드,주식_종가,시가총액
168552,15317.5,0.006093248463086923,9052.0,0.0010494918250110474,8810.0,0.0011350737797956867,9667.5,0.018963882423929036,0.0031487469874166554,2021.06.22,나무가,190510,8850,121600000000
168732,34686.666666666664,-0.0023303863155870216,42672.5,0.00011717148046165563,41790.0,0.012443168222062694,39761.666666666664,-0.00458984784340026,0.007535989540313705,2021.06.22,퍼시스,016800,40400,458800000000
168912,1920.0,0.0,1920.0,0.0,1920.0,0.0,1920.0,0.0,0.0,2021.06.22,에이치엔티,176440,1920,164600000000
169092,25417.916666666668,0.0055079258397128005,21452.5,0.0027968768208833468,20970.0,0.006676204101096805,22511.666666666668,0.0017768564448063966,0.005351989966355873,2021.06.22,한올바이오파마,009420,20550,168300000000
169272,13203.75,0.0018618448041907746,11227.5,-0.002004008016032064,11270.0,-0.00354924578527063,12026.666666666666,0.0019401330376940637,-0.0024207058196533773,2021.06.22,필옵틱스,161580,11250,233700000000
169452,17637.916666666668,-0.0003307268904586667,18197.5,-0.0009616705591427394,18620.0,-0.0005370569280343716,18088.333333333332,-0.0013360361190452913,-0.0006915610714783519,2021.06.22,오션브릿지,241790,18350,183000000000
169632,17368.333333333332,-0.0014873812494001798,19852.5,-0.005289006422364941,20360.0,0.002455795677799607,18007.5,-0.004026100236012772,6.148682002547008e-05,2021.06.22,코스맥스비티아이,044820,20100,191600000000
169812,6425.583333333333,-0.0035664725640991444,8100.5,-0.00765384852786865,7938.0,0.005794910556815319,7164.166666666667,-0.0030010468768174943,0.0017574938404695207,2021.06.22,잉글우드랩,950140,7750,153400000000
169992,2085.375,-0.0004795300605406701,2145.0,0.0,2145.0,0.0,2116.75,-0.0005905279319711823,-8.302929622415174e-05,2021.06.22,한화플러스제1호스팩,340440,2145,10100000000
170172,172829.16666666666,-0.0006027146266785042,170300.0,-0.0019083969465648854,176800.0,-0.011312217194570135,173875.0,0.0008626887131560029,-0.007678487425801891,2021.06.22,CJ대한통운,000120,176000,415000000000
170352,10618.333333333334,-0.0024956835661591585,11697.5,-0.0019234879247702502,12180.0,-0.0008210180623973727,10758.833333333334,-0.0030207736278716714,-0.0013452208666074675,2021.06.22,비츠로테크,042370,11950,286500000000
170532,5956.916666666667,0.0026999426437054456,5586.0,-0.0008950948800572861,5572.0,0.002871500358937545,5504.333333333333,-0.0005753043056984304,0.0017649229589133764,2021.06.22,명문제약,017180,5530,187800000000
170712,24875.0,-0.005594639865996699,33265.0,-0.01037126108522471,35380.0,-0.0059355568117580556,28066.666666666668,-0.006650831353919283,-0.006877179273379441,2021.06.22,CJ프레시웨이,051500,35500,421400000000
170892,5113.958333333333,0.001222145272334705,4402.25,-0.007723323300584928,4490.0,-0.00957683741648107,4444.583333333333,0.000787475391394019,-0.007629754178073544,2021.06.22,에쓰씨엔지니어링,023960,4580,131300000000
171072,1669.4583333333333,-0.004018269398757037,1954.0,-0.011258955987717503,2118.0,-0.032577903682719546,1819.25,-0.0064587055105125735,-0.024274212612300318,2021.06.22,서한,011370,2290,229000000000
171252,2623.7083333333335,-0.004510155790944808,3031.75,-0.007503916879689948,3190.0,-0.025705329153605017,2960.1666666666665,-0.0023084285794717743,-0.01866559797327567,2021.06.22,에코플라스틱,038110,3410,85600000000
171432,26743.75,-0.0034899119732024163,31042.5,-0.004590480792461948,32120.0,-0.014943960149439602,31010.0,-0.005079006772009029,-0.011314066531489156,2021.06.22,코오롱,002020,33000,413500000000
171612,2060.25,0.0031954050883793157,1825.75,-0.0016431603450636724,1852.0,-0.0005399568034557236,1721.25,-0.0010167029774872912,-0.0006215040345887182,2021.06.22,한탑,002680,1835,51600000000
171792,627.5083333333333,-0.027542794916402123,2408.5,-0.008096325513805272,2310.0,0.005194805194805195,1027.3166666666666,-0.03333928194811715,-0.0029537096667694995,2021.06.22,이화전기,024810,2285,189500000000
171972,3996.2916666666665,0.0003857743116014563,3367.75,-0.003192042164649989,3352.0,-0.004474940334128878,3687.0833333333335,0.0049723132557350285,-0.003030599608960193,2021.06.22,국동,005320,3455,180800000000
172152,7892.416666666667,-0.003959496985502961,8449.0,-0.012605042016806723,9520.0,-0.03235294117647059,8384.166666666666,-0.003916111718516901,-0.02414000618919407,2021.06.22,피제이전자,006140,10100,150000000000
172332,28207.916666666668,-0.0021861475058716213,32022.5,-0.002498243422593489,31690.0,0.005364468286525718,28788.333333333332,-0.0016210270364151304,0.0027158456227879247,2021.06.22,CJ CGV,079160,31200,189900000000
172512,1424.925,-0.006655321040288681,1800.5,-0.0116634268258817,2007.0,0.007972097658196313,1574.8333333333333,-0.006879034818499264,0.001828508578786903,2021.06.22,시그네틱스,033170,1940,164600000000
172692,18888.75,-0.00011029492863911696,19575.0,-0.0016602809706257981,19840.0,-0.005544354838709678,19531.666666666668,-0.0017919617714822083,-0.004120597762866627,2021.06.22,교촌에프앤비,339770,20000,500900000000
172843,3646.9166666666665,-0.0014052967118341978,3989.25,-0.0032587579118881996,4071.0,0.004421518054532056,3962.8333333333335,-0.0021659586995836696,0.0019353744475181195,2021.06.22,동국산업,005160,4045,219400000000
173023,4951.291666666667,-0.00316415750098886,5709.5,-0.004641387161747964,5992.0,-0.019359145527369826,5613.0,-0.0022566660728072277,-0.013895596507470147,2021.06.22,진도,088790,5860,72100000000
173203,4238.875,-0.004570788239804193,6458.0,-0.0067358315267884794,6282.0,0.014326647564469915,4907.75,-0.00874467254172828,0.0068621479453847105,2021.06.22,리더스코스메틱,016100,5980,112500000000
173383,102830.83333333333,-0.004205936935257746,125975.0,-0.0015876165905933718,127300.0,-0.0015710919088766694,124125.0,0.00429674387378311,-0.0011193555182730857,2021.06.22,미원홀딩스,107590,127000,292300000000
173563,2265.5,-0.0022070183182520413,2619.25,0.0021952849098024244,2558.0,0.0308835027365129,2607.6666666666665,0.0,0.02040298284478127,2021.06.22,미래엔에듀파트너,208890,2300,6600000000
173743,16948.333333333332,0.001155472514505011,15735.0,-0.0019065776930409914,16090.0,0.001243008079552517,15735.833333333334,0.0,0.00048441333882618835,2021.06.22,일동제약,249420,15850,376100000000
174102,15952.5,0.0037350467533824754,14920.0,-0.0051943699731903485,15730.0,-0.01144310235219326,15120.833333333334,-0.0024800220446403965,-0.008538140390358606,2021.06.22,신일제약,012790,16150,180600000000
174461,2404.3333333333335,-0.0013343962290309794,2643.0,-0.009837306091562617,2883.0,-0.001387443635102324,2489.0,-0.003950716485871228,-0.003331091041167706,2021.06.22,한창제지,009460,2915,172700000000
174641,13055.833333333334,0.0022339950213824773,12512.5,-0.002197802197802198,12610.0,-0.0007930214115781126,12365.0,-0.0008761288583367521,-0.0009309374918507643,2021.06.22,대화제약,067080,12650,232700000000
175179,31662.916666666668,0.0035398928820517834,26330.0,-0.003703000379794911,27740.0,0.003604902667627974,27405.833333333332,-0.0015507647398668167,0.0016245048281151083,2021.06.22,명신산업,009900,27650,1442900000000
175313,3299.0416666666665,-0.002424946638544022,3403.25,0.001616102255197238,3292.0,0.007290400972053463,3546.4166666666665,-4.6995793876405315e-05,0.004936034171559358,2021.06.22,제일제강,023440,3290,113300000000
175493,8719.666666666666,-0.0009270232042507881,9343.0,-0.001605480038531521,9336.0,0.002570694087403599,9221.5,-0.0020242549115291504,0.0011010784977405806,2021.06.22,도화엔지니어링,002150,9340,316300000000
175673,15234.583333333334,-0.004868309493203591,19610.0,-0.0014023457419683834,19850.0,-0.006045340050377834,18499.166666666668,-0.006396684535339561,-0.005093024109333405,2021.06.22,KG동부제철,016380,20150,2200000000
175853,16919.583333333332,-0.0035215603221118797,18120.0,-0.0040011037527593815,18780.0,-0.011182108626198083,18725.0,-0.0006675567423230974,-0.008311425047918534,2021.06.22,이엠텍,091120,18950,310600000000
176033,6768.333333333333,0.00013543462201432699,6664.5,-0.006977267611973891,6854.0,0.007003209804493727,6846.333333333333,0.0010224451044354643,0.0032656490920704075,2021.06.22,삼성중공업,010140,6820,4290300000000
176213,1548.2083333333333,0.0005382565869150803,1479.5,0.0033795201081446434,1487.0,-0.0006724949562878278,1533.5,0.0010324964677751924,0.0003689447761651139,2021.06.22,테크트랜스,258050,1500,11500000000
176393,60960.0,-0.011325732720909847,108050.0,-0.01869504858861638,122040.0,-0.006391347099311701,84173.33333333333,-0.017157056866782715,-0.010175377654999648,2021.06.22,셀리드,299660,124400,1198400000000
176573,3468.6666666666665,3.603690178743033e-05,3756.75,0.0017302189392426966,3757.0,-0.006388075592227841,3744.0833333333335,-0.0033608582430056716,-0.004140489326310753,2021.06.22,소프트캠프,258790,3755,94000000000
176932,10245.0,-0.009899137790792198,16260.0,-0.030596555965559654,17410.0,-0.05284319356691557,12172.166666666666,-0.014924760039981878,-0.04245481990514485,2021.06.22,옵티시스,109080,20300,133300000000
177112,33134.583333333336,0.0006287489154079745,28500.0,-0.0018421052631578947,28840.0,0.0027739251040221915,30345.833333333332,0.00041191816559110257,0.0015072595273123547,2021.06.22,이엔드디,101360,28500,293600000000
177292,11395.583333333334,-0.005835594199507119,12865.0,-0.008938981733385153,13360.0,-0.015718562874251496,12542.5,-0.0027905122583217062,-0.01257569315074803,2021.06.22,가온미디어,078890,14350,230600000000
177472,34520.0,0.0032951911935110083,29132.5,-0.00017162962327297692,29050.0,0.0037865748709122204,31485.833333333332,0.002382023661435037,0.002829909667257402,2021.06.22,에스앤에스텍,101490,28700,616700000000
177652,5627.625,-0.00331697059890575,5737.0,-0.010807042008018127,6066.0,-0.024398285525881965,6040.833333333333,-0.0012415505586977514,-0.018310297579241967,2021.06.22,에스엔피제네틱스,086460,6740,12300000000
177832,5697.833333333333,-0.004373007283470219,7312.5,-0.005811965811965812,7338.0,0.014990460615971654,6359.5,-0.005608407369552162,0.007801915136859687,2021.06.22,트루윈,105550,7190,135100000000
178012,89563.33333333333,-0.0018701849715285273,99925.0,0.0005003752814610958,101300.0,-0.0029615004935834156,97525.0,-0.0024096385542168677,-0.002159373368535114,2021.06.22,효성,004800,101500,2149200000000
178192,3121.0,-0.004792801452525948,3095.5,-0.006460991762235503,3406.0,-0.04726952436876101,3464.1666666666665,-0.0009622323791194699,-0.03235325250268,2021.06.22,렌딩머신,179720,3800,3900000000
178372,18347.5,-0.001362583458236817,21067.5,0.0022546576480360746,20130.0,0.003974167908594138,19400.0,-0.002577319587628866,0.002708279538518677,2021.06.22,풀무원,017810,19950,754800000000
178552,15817.5,0.006058690269216623,9462.5,-0.0006869220607661823,9382.0,0.004903005755702409,11365.0,0.015911423962457892,0.0049436462387599505,2021.06.22,삼일제약,000520,9300,124700000000
178732,65744.16666666667,0.0013309165578695194,64185.0,0.001012697670795357,63420.0,0.004099653106275623,64251.666666666664,-0.00033721563642962686,0.0029001383174887397,2021.06.22,유한양행,000100,63000,4415300000000
178912,133883.33333333334,0.0003734594796464583,138900.0,0.0017998560115190785,135300.0,0.007390983000739098,135450.0,-0.0012304663467453448,0.005059736492092019,2021.06.22,삼성물산,028260,133000,24856000000000
179092,13159.583333333334,-0.0018680935946553986,15352.5,-0.0004885197850512946,15250.0,0.007213114754098361,14119.166666666666,-0.0030691140884140087,0.004190504544579505,2021.06.22,LG유플러스,032640,15050,6592800000000
179272,299745.8333333333,-0.0006672319604109037,256500.0,0.004873294346978557,250500.0,0.007584830339321357,288808.3333333333,0.005078339152263679,0.0063792709071604165,2021.06.22,대한유화,006650,244000,1579500000000
179452,67090.0,-0.0010061111939186167,66495.0,-0.0035341003082938567,65700.0,0.0009132420091324201,64933.333333333336,5.13347022586522e-05,-0.00015838484519276391,2021.06.22,만도,204320,66200,3122600000000
179632,655.7416666666667,-0.00447330630710782,697.9,-0.01174953431723733,780.8,-0.04994877049180328,700.8833333333333,-0.0019023613059710907,-0.0352305091290721,2021.06.22,피엔아이컴퍼니,242350,818,3800000000
179812,5170.0,6.44745325595803e-05,5221.5,-0.0002872737719046251,5218.0,-0.0015331544653123803,5185.0,0.00022500803600134422,-0.0010282806266058587,2021.06.22,제이알글로벌리츠,348950,5230,864400000000
179992,8389.75,-0.001023073790438802,8956.0,-0.0038521661456007144,9056.0,-0.001325088339222615,8870.333333333334,-0.0025365450377663372,-0.0019365488429134168,2021.06.22,우진아이엔에스,010400,9150,70200000000
180172,42344.583333333336,-0.002125419425939957,50825.0,-0.0016232169208066896,49890.0,0.014632190819803569,44950.0,-0.0028735632183907508,0.008792653355574909,2021.06.22,한국공항,005430,48250,152500000000
180352,6141.291666666667,-0.002333928123155515,7245.5,-0.0015181837002277276,7252.0,0.003861003861003861,6761.833333333333,-0.0022183332922530875,0.0018674860342238796,2021.06.22,씨엠에스에듀,225330,7210,135800000000
180711,12160.25,0.004008963631504286,9027.5,0.001661589587371919,8846.0,0.006556635767578567,9635.5,0.00029405151090591456,0.004823984499066259,2021.06.22,에이에프더블류,312610,8700,176200000000
180891,3551.9583333333335,-0.0025690053608924653,3749.25,-0.0016003200640128026,3798.0,0.00421274354923644,3810.1666666666665,-0.0011591793884781546,0.0021738510873086864,2021.06.22,삼원강재,023000,3740,149600000000
181071,84801.66666666667,0.0009630313869616198,82055.0,0.0030467369447321918,79940.0,0.0070052539404553416,87750.0,0.002146248812915424,0.005425538900882034,2021.06.22,DL,000210,78600,1647100000000
181251,121725.0,-0.0011638255630862313,119575.0,-0.011499059167886265,131200.0,-0.012195121951219513,115250.0,-0.0011569052783802906,-0.010400522907862276,2021.06.22,현대오토에버,307950,133000,3647400000000
181431,17266.25,-0.002847559062718765,20380.0,-0.0030667320902845927,20110.0,0.0004972650422675286,19088.333333333332,-0.0034925347070635247,-0.0007817555644253157,2021.06.22,LF,093050,20600,579000000000
181611,430441.6666666667,-0.0011809575436083995,465200.0,0.0032781599312123816,448000.0,0.003125,436991.6666666667,-0.0009916283681993298,0.0025286712722421235,2021.06.22,CJ제일제당,097950,443500,6684100000000
181791,1531.125,-0.0024763926306909903,1700.75,-0.006908716742613553,1774.0,0.005636978579481398,1627.75,-0.0016382532125122054,0.001994647775354428,2021.06.22,패션플랫폼,225590,1750,46100000000
181971,1670.0,-2.4950099800444584e-05,1684.0,-0.005047505938242281,1731.0,-0.016175621028307337,1662.5833333333333,-0.001453561225001162,-0.011670258483538365,2021.06.22,한송네오텍,226440,1810,96600000000
182151,19829.166666666668,-0.0017860895146039695,20467.5,-0.0029314767314034445,21220.0,0.001885014137606032,21668.333333333332,0.0,0.0005496593674330334,2021.06.22,비즈니스온,138580,21050,238900000000
182331,9665.666666666666,-0.0035089836879676583,11242.5,-0.0011118523460084502,11610.0,-0.012919896640826873,10096.833333333334,-0.00719697594955526,-0.009515450065093066,2021.06.22,틸론,217880,11750,40500000000
182690,11277.25,-0.002593717439978718,11950.0,-0.004602510460251046,12280.0,-0.024429967426710098,11388.166666666666,-0.00491738500490275,-0.017421405291900983,2021.06.22,삼아알미늄,006110,13000,143000000000
182870,7573.083333333333,-0.001947687533699396,8499.0,-0.0028238616307800918,8656.0,-0.009242144177449169,7994.333333333333,-0.0028144935996330736,-0.006950999778146255,2021.06.22,흥구석유,024060,8820,131800000000
183050,3148.9166666666665,-0.0014819911609812418,3283.5,-0.0015989036089538603,3310.0,-0.0012084592145015106,3248.6666666666665,-0.0014877898625076022,-0.0013281577555165763,2021.06.22,성우전자,081580,3300,51000000000
183230,27591.666666666668,-0.000906070673512534,29445.0,-0.001358464934623875,29270.0,0.012982576016399043,27586.666666666668,-0.0006343644272595457,0.008058241447333022,2021.06.22,잇츠한불,226320,28100,614000000000
183410,116421.66666666667,-0.002276208609508539,129900.0,-0.00481139337952271,131200.0,0.0007621951219512195,125158.33333333333,-0.000665823290498663,-0.0006472446061615426,2021.06.22,코스맥스,192820,129500,1306400000000
183590,8769.166666666666,-0.0013494250688965643,9601.5,0.0017184814872676145,9332.0,0.004714959279897128,9447.5,0.0005821645938078857,0.0033991650353226164,2021.06.22,서연이화,200880,9070,243800000000
183770,30935.0,-0.0015489467162330007,31807.5,0.002357934449422306,31280.0,0.00031969309462915604,32553.333333333332,0.001100757730903208,0.0007120158386720835,2021.06.22,마크로젠,038290,31550,336200000000
183950,85021.66666666667,-0.002264128751494717,98935.0,0.00035376762520847023,99100.0,0.0010090817356205853,91990.0,-0.0035148748052324,0.0002619627350970986,2021.06.22,동일산업,004890,98500,239600000000
184130,193001.66666666666,-0.0024222588751392476,223460.0,-0.010024165398729079,240480.0,0.008067198935462408,198968.33333333334,-0.005687672242651776,0.0025489660602826094,2021.06.22,휴젤,145020,238300,2945300000000
184310,2103.75,-0.0005149534561299987,2298.25,-0.0006526705101707821,2243.0,0.0013374944271065537,2162.1666666666665,-0.0009635396592922363,0.00061673563684938,2021.06.22,한국9호스팩,368770,2175,10400000000
184442,5692.208333333333,-0.004948284570282371,6885.5,0.004647447534674316,6600.0,0.00393939393939394,6787.833333333333,0.0001473224151054583,0.0032574135805373515,2021.06.22,동양파일,228340,6560,130400000000
184622,55059.166666666664,-0.002542719196016407,65640.0,-0.0018281535648994515,68360.0,-0.0026331187829139848,59391.666666666664,-0.004995089097797069,-0.0027038027914545078,2021.06.22,경동나비엔,009450,68800,959100000000
184802,92279.16666666667,0.0006682620670970186,90055.0,-0.003497862417411582,90740.0,-0.004187789288075821,90496.66666666667,-0.0007182584993922428,-0.0034600482673159735,2021.06.22,삼양식품,003230,92400,693800000000
184982,1128.125,-3.6934441366641513e-05,1177.25,-0.0010617965597791463,1140.0,0.012280701754385965,1127.75,-0.00022168033695411216,0.007746082072631305,2021.06.22,THE E&M,089230,1100,181300000000
185162,11325.0,0.000588668138336959,11852.5,-0.0018983336848766082,12140.0,-0.002471169686985173,11598.333333333334,-0.0018680844948987967,-0.0021433020760887158,2021.06.22,우리금융캐피탈,033660,12050,690600000000
185342,14100.583333333334,-0.002239860053071133,14345.0,0.007145346810735448,13250.0,0.012075471698113207,15245.833333333334,0.003443563815250068,0.009510489344792124,2021.06.22,삼일씨엔에스,004440,12950,164200000000
185701,0.0,0.0,2152.75,-0.0006967831842991523,2144.0,-0.0018656716417910447,2092.3333333333335,-0.0007567309224152389,-0.0014277162962655335,2021.06.22,유안타제8호스팩,367480,2130,13800000000
185816,4933.625,0.0010303444897682798,4728.0,-0.004600253807106599,4871.0,-0.011086019297885445,4716.333333333333,-0.0014488656442150747,-0.008219332644979954,2021.06.22,휴맥스,115160,4970,145600000000
185996,47438.333333333336,-0.0030917331272178935,53170.0,0.001316531878879067,52320.0,-0.004204892966360856,54891.666666666664,-0.00033399119477750387,-0.0026578598281973885,2021.06.22,테이팩스,055490,52900,250500000000
186176,106718.33333333333,-0.004458777779513003,134750.0,0.0050092764378478665,128800.0,0.009316770186335404,126033.33333333333,-0.003768844221105528,0.006457932597601383,2021.06.22,아세아시멘트,183190,129000,498700000000
186356,11327.916666666666,-0.0006620811417221466,11505.0,0.0,11430.0,0.0,11455.833333333334,-0.00014548628791746963,-4.76526858778543e-05,2021.06.22,탑선,180060,11400,97000000000
186536,983.425,-0.005982493157417521,1453.0,-0.0034411562284927736,1407.0,-0.0014214641080312722,1218.45,-0.007413790745072266,-0.0026526866482969843,2021.06.22,감성코퍼레이션,036620,1415,104700000000
186716,5786.375,-0.006250315036040175,7894.5,-0.017163848248780797,9080.0,0.013215859030837005,6589.5,-0.008827174545362618,0.003962305513949624,2021.06.22,EMB,278990,9000,32600000000
186896,2256.7916666666665,0.0006092720122592915,2079.0,-0.0002405002405002405,2064.0,0.003391472868217054,2236.5,0.0034279752589611067,0.0025296184427501126,2021.06.22,폴라리스오피스,041020,2020,75700000000
187076,9060.0,0.002198307579102214,8313.0,-0.002947191146397209,8568.0,-0.00676937441643324,8654.166666666666,0.0005777563793933558,-0.004821840583066602,2021.06.22,레몬,294140,8660,318200000000
187256,2192.875,0.003059149898345088,1701.0,0.0030864197530864196,1714.0,-0.006417736289381563,1963.3333333333333,0.004668930390492399,-0.0029343941035142383,2021.06.22,네오리진,094860,1745,92900000000
187436,5306.708333333333,0.001907962406074073,4903.5,0.0046395431834403995,4535.0,-0.0017640573318632856,4686.5,-0.0014225256943704192,-0.000265583078156394,2021.06.22,연이비앤티,090740,4625,88300000000
187616,7083.75,-0.0030821716369624887,8175.5,-0.007033208978044156,8412.0,-0.00047551117451260106,7734.0,-0.0031247306266701537,-0.002182305703557162,2021.06.22,피앤씨테크,237750,8420,54100000000
187796,119737.5,-0.0012875387131572943,120125.0,-0.002081165452653486,117600.0,0.004251700680272109,121625.0,0.0011647824597465284,0.002399473661962962,2021.06.22,롯데쇼핑,023530,118500,3352200000000
187976,35251.25,-0.001642967743460565,37500.0,-0.0012666666666666666,37780.0,0.003440974060349391,37474.166666666664,-0.0010006893637839402,0.0018010824823423486,2021.06.22,뷰웍스,100120,37350,372100000000
188156,5357.041666666667,0.010453530788914901,2490.0,0.0,2490.0,0.0,2483.5833333333335,0.0034560279166525637,0.0008682793311110015,2021.06.22,센트럴인사이트,012600,2490,33800000000
188336,282004.1666666667,-0.0010194884827351841,274750.0,-0.0012738853503184713,280800.0,0.007478632478632479,279625.0,-5.9603635821854516e-05,0.004549399253328473,2021.06.22,SK,034730,276500,19525000000000
188516,60942.5,-0.0004922673011445214,60750.0,0.0007407407407407407,61420.0,0.0022793878215564964,60671.666666666664,0.000494464741916875,0.0016545833412943323,2021.06.22,쿠콘,294570,61100,482300000000
188666,1637.7583333333334,-0.008807770784252976,2386.25,0.004714510214772132,2348.0,0.0017035775127768314,2388.75,-0.007360893075178853,0.000873749579528833,2021.06.22,로보쓰리,238500,2330,35700000000
188846,4921.5,-0.004021470418910286,5862.5,-0.010831556503198295,6278.0,-0.010194329404268876,5269.666666666667,-0.005819469922196275,-0.009575645926579569,2021.06.22,용평리조트,070960,6460,310000000000
189026,124816.66666666667,0.003304847109093337,117900.0,-0.003816793893129771,124500.0,-0.004016064257028112,112525.0,-0.002592016588906212,-0.003467759849130181,2021.06.22,에스케이바이오팜,326030,121500,9475900000000
189206,639.0,0.0,639.0,0.0,639.0,0.0,639.0,0.0,0.0,2021.06.22,에스아이리소스,065420,639,43500000000
189386,9872.083333333334,-0.004229097201705145,12487.5,0.001001001001001001,12410.0,0.0,11710.166666666666,-0.005479569035453472,-0.0005592115634304043,2021.06.22,코리아에셋투자증권,190650,12650,80500000000
189566,58527.5,-0.0014523087437529367,63945.0,-0.0006255375713503792,64060.0,0.0034342803621604744,61543.333333333336,-0.0014082218491036913,0.0018937370990362164,2021.06.22,신영증권,001720,63700,598800000000
189925,201904.16666666666,-0.0016509482634086993,231125.0,0.0016224986479177934,224400.0,0.004901960784313725,215041.66666666666,-0.002170122069366357,0.0032112146192804095,2021.06.22,동원F&B,049770,220000,849000000000
190105,1405.0,0.0,1405.0,0.0,1405.0,0.0,1405.0,0.0,0.0,2021.06.22,이노와이즈,086250,1405,43300000000
190285,2444.1666666666665,-0.0008353221957039953,2523.5,-0.0048543689320388345,2591.0,-0.0023157082207641835,2441.0833333333335,-0.0018093059775374197,-0.0026987808374434284,2021.06.22,광전자,017900,2575,150700000000
190465,12100.0,0.0,12100.0,0.0,12100.0,0.0,12100.0,0.0,0.0,2021.06.22,신라젠,215600,12100,866600000000
190645,1237.2083333333333,0.0016502205907116768,1160.75,-0.0017230239069567091,1137.0,0.019349164467897976,1183.0,0.0017610594533670817,0.012490969097614634,2021.06.22,KH 일렉트론,111870,1110,110900000000
190825,7189.5,-0.001727055659874396,7148.5,0.005945303210463734,7110.0,0.01969057665260197,7381.666666666667,-0.00011289230074517132,0.013890293453215791,2021.06.22,블루탑,191600,7190,20500000000
191005,21199.583333333332,-0.00663928143241809,32817.5,0.027500571341509863,24110.0,0.04728328494400664,29044.166666666668,-0.0006599144980346442,0.035836293960481914,2021.06.22,이즈미디어,181340,22950,159900000000
191185,2577.25,-0.008293723930546124,4246.25,0.005946423314689432,4183.0,0.0033468802295003584,3480.5833333333335,-0.009648765772021017,0.0019851940383837116,2021.06.22,바이오로그디바이스,208710,4140,171300000000
191365,2071.1666666666665,0.0006437595558059797,1927.25,-0.0018160591516409392,1944.0,-0.0051440329218107,2046.0833333333333,-0.0006109233087606403,-0.003735737582590907,2021.06.22,시스웍,269620,1965,145700000000
191545,2100.1666666666665,-0.0004364732957701048,2213.5,0.00022588660492432798,2174.0,-0.0009199632014719411,2147.9166666666665,-0.0005043646944712459,-0.0006250588942075259,2021.06.22,이베스트이안스팩1호,323210,2130,6800000000
191725,2084.5,-0.0004397537379066995,2164.0,0.0,2137.0,0.0004679457182966776,2122.3333333333335,-0.0003926495994974799,0.00024291207004775747,2021.06.22,이베스트스팩5호,349720,2115,7700000000
191905,33369.166666666664,-0.0007242214619283543,34907.5,0.0005729427773401132,35410.0,0.003953685399604632,34028.333333333336,-0.001714257726404538,0.0024768472194741623,2021.06.22,세틀뱅크,234340,35000,329300000000
192085,1109.4416666666666,-0.0025538371403032376,1179.25,0.0006359974560101759,1198.0,0.02337228714524207,1147.0833333333333,0.0015256084271703598,0.015344055121311257,2021.06.22,동원금속,018500,1090,52600000000
192265,68683.33333333333,0.0005338510070371975,67020.0,-0.001566696508504924,68020.0,-0.00029403116730373417,66135.0,-0.00020160782238343514,-0.0004979277923348956,2021.06.22,케어젠,214370,67100,718700000000
192445,4882.791666666667,-0.002116275696109761,4878.25,0.007482191359606416,4511.0,0.013965861228109066,5653.416666666667,-0.0014592945269085065,0.010322504832695837,2021.06.22,수산중공업,017550,4390,235400000000
192625,21227.916666666668,-0.005927728816220892,27112.5,-0.00036883356385431073,27210.0,0.002940095553105476,25735.0,-0.0050191049802474404,0.0010389984579119089,2021.06.22,엠로,058970,27100,144600000000
192805,1858.625,-0.0010984823009841911,2066.75,-0.00120962864400629,2061.0,0.00727802037845706,1949.3333333333333,-0.0018382352941176082,0.0042500398727348615,2021.06.22,롯데손해보험,000400,2015,626900000000
192985,1843.2083333333333,-0.0014467527183126424,2554.75,0.002152852529601722,2231.0,0.0022411474675033617,1799.6666666666667,-0.008983145026856867,0.0009166642211962107,2021.06.22,삼보산업,009620,2125,80600000000
193165,1249.7916666666667,0.006001000166694448,550.0,0.0,550.0,0.0,977.25,0.014325914556152468,0.0017326414639499694,2021.06.22,에코마이스터,064510,550,22300000000
193345,67957.5,-0.0023912003825920613,67565.0,-0.002368089987419522,69560.0,0.0023001725129384704,69605.0,-0.000502837439839092,0.000851650372812589,2021.06.22,일진머티리얼즈,020150,69000,3172400000000
193525,2854.125,-0.0009197214557876757,2673.75,-0.0008415147265077139,2654.0,-0.003014318010550113,2828.25,-0.00023571702171537703,-0.0021971674271200376,2021.06.22,모베이스전자,012860,2645,148600000000
193705,13688.333333333334,-0.0011262632412030594,14757.5,-0.002032864645095714,14910.0,-0.004694835680751174,14396.666666666666,-0.0022574670062514473,-0.003740275984192704,2021.06.22,한국알콜,017890,14850,323000000000
193885,204.0,0.0,204.0,0.0,204.0,0.0,204.0,0.0,0.0,2021.06.22,코너스톤네트웍스,033110,204,26500000000
194065,14455.583333333334,-0.007488456017571065,17200.0,-0.0033430232558139534,17200.0,0.0,15832.5,-0.0016842991736406797,-0.001211457369405412,2021.06.22,아시아나항공,020560,17200,1279900000000
194245,36885.0,-0.0021124214902172762,41102.5,-0.00024329420351560123,41010.0,-0.001706900755913192,42091.666666666664,-0.0012472777667788557,-0.0013884931832354444,2021.06.22,경동인베스트,012320,40650,96400000000
194425,911.45,0.018514454989302757,445.0,0.0,445.0,0.0,444.96666666666664,0.003033935126226735,0.0012291162620878115,2021.06.22,UCI,038340,445,16600000000
194605,7792.833333333333,-0.0012083752165450384,8450.5,-0.001597538607183007,8546.0,0.0016381933068102036,8361.833333333334,-0.0013354328197565778,0.0005513558851871214,2021.06.22,제일연마,001560,8470,84700000000
