,종목명,종목코드,기업코드,수정일
1808,세방전지,004490,00133858,20210524
1809,케이티앤지,033780,00244455,20210513
1810,우리종금,010050,00104102,20210513
1811,현대차증권,001500,00137997,20210513
1812,미래에셋증권,006800,00111722,20210513
1813,미래에셋생명,085620,00112332,20210513
1814,NH투자증권,005940,00120182,20210513
1815,유진증권,001200,00131054,20210513
1816,한화생명,088350,00113058,20210513
1817,유비케어,032620,00220057,20210513
1818,유테크,178780,00923826,20210525
1819,국보,001140,00104519,20210429
1820,브이티지엠피,018290,00150165,20210526
1821,KPX생명과학,114450,00532059,20210526
1822,진시스템,363250,01437858,20210526
1823,세이브존I&C,067830,00422895,20210513
1824,스타플렉스,115570,00405959,20210513
1825,풀무원식품,103160,00684732,20210512
1826,해성디에스,195870,01032413,20210504
1827,SGA,049470,00351579,20210513
1828,대주전자재료,078600,00177816,20210513
1829,한국컴퓨터,054040,00303396,20210513
1830,코센,009730,00116426,20210513
1831,지코,010580,00147860,20210513
1832,유비온,084440,00531078,20210503
1833,삼진,032750,00173351,20210527
1834,GS홈쇼핑,028150,00207755,20210513
1835,바이오인프라생명과학,266470,01130885,20210513
1836,서울반도체,046890,00130763,20210504
1837,제주항공,089590,00555874,20210531
1838,디지탈옵틱,106520,00536329,20210518
1839,와이어블,065530,00250137,20210514
1840,하이트론씨스템즈,019490,00156150,20210607
1841,조광ILI,044060,00291860,20210607
1842,이브이첨단소재,131400,00533924,20210607
1843,이스트아시아홀딩스,900110,00799070,20210607
1844,행남사,008800,00164362,20210607
1845,제주맥주,276730,01230255,20210607
1846,THQ,192410,00623184,20210607
1847,에치에프알,230240,01108442,20210514
1848,SK이노베이션,096770,00631518,20210517
1849,에스엘,005850,00125521,20210517
1850,드림씨아이에스,223250,00916826,20210531
1851,효성오앤비,097870,00367385,20210531
1852,체시스,033250,00125576,20210601
1853,전북은행,006350,00147295,20210514
1854,바텍,043150,00264255,20210609
1855,한국앤컴퍼니,000240,00160047,20210603
1856,셀레믹스,331920,01114586,20210607
1857,에코프로비엠,247540,01160363,20210511
1858,농심,004370,00108241,20210514
1859,바이옵트로,222160,01037542,20210518
1860,금강철강,053260,00105475,20210518
1861,우리금융지주,316140,01350869,20210518
1862,우리은행,000030,00254045,20210518
1863,아세아제지,002310,00138729,20210609
1864,아이마켓코리아,122900,00360142,20210610
1865,삼성전자,005930,00126380,20210610
1866,SK바이오사이언스,302440,01319899,20210514
1867,SK아이이테크놀로지,361610,01386916,20210514
1868,애머릿지,900100,00781202,20210602
1869,씨앤티85,056730,00318662,20210615
1870,JB금융지주,175330,00980122,20210518
1871,현대리바트,079430,00300548,20210518
1872,위메이드맥스,101730,00643656,20210615
1873,효성첨단소재,298050,01316254,20210511
1874,ES큐브,050120,00175623,20210514
1875,대상,001680,00121941,20210514
1876,제우스,079370,00442570,20210514
1877,조은저축은행,031920,00136095,20210514
1878,두올,016740,00119672,20210513
1879,신흥에스이씨,243840,00807379,20210513
1880,이노션,214320,00565154,20210513
1881,케이씨텍,281820,01261893,20210512
1882,현대자동차,005380,00164742,20210512
1883,버킷스튜디오,066410,00378220,20210512
1884,코스맥스엔비티,222040,00656289,20210514
1885,한라홀딩스,060980,00299002,20210512
1886,AP시스템,265520,01203808,20210512
1887,원방테크,053080,00304076,20210512
1888,이마트,139480,00872984,20210512
1889,경동도시가스,267290,01208885,20210512
1890,세코닉스,053450,00351630,20210514
1891,굿센,243870,00565215,20210512
1892,시큐브,131090,00402110,20210512
1893,시큐센,232830,01113499,20210512
1894,인포마크,175140,00861997,20210512
1895,KSS해운,044450,00160232,20210512
1896,코아시아,045970,00271501,20210512
1897,NAVER,035420,00266961,20210512
1898,강원랜드,035250,00255619,20210512
1899,현대엘리베이터,017800,00164724,20210512
1900,흥아해운,003280,00167208,20210512
1901,콜마파마,038710,00334615,20210514
1902,한국항공우주,047810,00309503,20210514
1903,한국타이어앤테크놀로지,161390,00937324,20210512
1904,현대미포조선,010620,00164609,20210512
1905,신세계,004170,00136378,20210512
1906,SK디앤디,210980,00508344,20210531
1907,에이씨티,138360,00808068,20210531
1908,신한은행,000010,00149293,20210512
1909,신한금융투자,008670,00138321,20210512
1910,바른손,018700,00122205,20210503
1911,써니전자,004770,00138057,20210503
1912,우리조명,037400,00155692,20210503
1913,원익홀딩스,030530,00216647,20210503
1914,디피코,163430,01072518,20210503
1915,솔브레인홀딩스,036830,00247975,20210503
1916,EG,037370,00261054,20210503
1917,큐로홀딩스,051780,00296324,20210503
1918,에이치엘비파워,043220,00317487,20210503
1919,한국전자금융,063570,00363769,20210503
1920,드림어스컴퍼니,060570,00364467,20210503
1921,제넨바이오,072520,00408956,20210503
1922,WI,073570,00440712,20210503
1923,코스나인,082660,00442455,20210503
1924,칩스앤미디어,094360,00579971,20210503
1925,지스마트글로벌,114570,00673976,20210503
1926,뉴지랩파마,214870,00820389,20210503
1927,파마리서치,214450,00970453,20210503
1928,더네이쳐홀딩스,298540,01214743,20210503
1929,KTH,036030,00260958,20210513
1930,애큐온저축은행,007640,00111014,20210512
1931,오렌지라이프생명보험,079440,00176792,20210512
1932,삼성화재해상보험,000810,00139214,20210510
1933,우리기술투자,041190,00231664,20210527
1934,유유제약,000220,00144818,20210527
1935,씨엘인터내셔널,037340,00241236,20210527
1936,디아이티,110990,00576798,20210512
1937,한일시멘트,300720,01319808,20210527
1938,롯데푸드,002270,00120508,20210527
1939,우리로,046970,00296005,20210607
1940,삼성바이오로직스,207940,00877059,20210512
1941,나이스정보통신,036800,00264945,20210609
1942,파크시스템스,140860,00244747,20210617
1943,아이센스,099190,00550994,20210511
1944,다산네트웍스,039560,00268251,20210511
1945,맘스터치,220630,01089855,20210511
1946,대교,019680,00108913,20210512
1947,동국제강,001230,00114792,20210512
1948,모아텍,033200,00241209,20210513
1949,아리온,058220,00441128,20210611
1950,GV,045890,00455112,20210611
1951,SGA솔루션즈,184230,00988364,20210611
1952,아이엠텍,226350,00809517,20210611
1953,엘비루셈,376190,00527011,20210611
1954,한화솔루션,009830,00162461,20210503
1955,한국조선해양,009540,00164830,20210506
1956,라임,065160,00389387,20210512
1957,제주은행,006220,00148832,20210512
1958,신화실업,001770,00137809,20210503
1959,대원,007680,00111838,20210601
1960,제이씨현시스템,033320,00223513,20210601
1961,한솔홀딩스,004150,00171636,20210601
1962,이베스트투자증권,078020,00330424,20210601
1963,롯데하이마트,071840,00158307,20210602
1964,SM C&C,048550,00185046,20210602
1965,한국전력공사,015760,00159193,20210602
1966,상지카일룸,042940,00232007,20210602
1967,AJ네트웍스,095570,00365387,20210513
1968,한국코퍼레이션,050540,00302078,20210513
1969,KB손해보험,002550,00120216,20210513
1970,컨버즈,109070,00753643,20210513
1971,텔라움,047730,00304401,20210506
1972,뉴파워프라즈마,144960,00521390,20210602
1973,에이디테크놀로지,200710,00657002,20210602
1974,엘브이엠씨,900140,00838500,20210611
