,종목명,종목코드,기업코드,날짜,분기,유동자산,부채총계,청산가치,weighted_avg,주식_종가,증감
2463,디지캡,197140,681373,2021.06.21,2021년 1분기 보고서,9905056231,14174114701,-4269058470,-0.014509616424379488,7610,0.2986348122866894
2465,안트로젠,065660,631837,2021.06.21,2021년 1분기 보고서,66632798464,26367040734,40265757730,-0.009212740658985343,73000,0.48827726809378186
2467,이수앱지스,086890,526872,2021.06.21,2021년 1분기 보고서,44605860853,18689374353,25916486500,0.008827444787514474,14450,0.0
2469,에스디생명공학,217480,1099667,2021.06.21,2021년 1분기 보고서,59108325453,53774304410,5334021043,0.0017542101134653619,4475,-0.05391120507399577
2471,에스제이엠,123700,815369,2021.06.21,2021년 1분기 보고서,58904229268,18352766316,40551462952,-0.0008335342941807696,5920,0.4456654456654457
2473,정다운,208140,1047415,2021.06.21,2021년 1분기 보고서,77813972935,73738422129,4075550806,-0.02383894471126233,4610,0.2476319350473613
2475,일진파워,094820,485177,2021.06.21,2021년 1분기 보고서,46601066468,34234701095,12366365373,-0.002914384396239725,10950,0.8846815834767642
2477,켐트로닉스,089010,371485,2021.06.21,2021년 1분기 보고서,131796402678,180332816474,-48536413796,0.0014984569185297115,24300,-0.09158878504672897
2479,한빛소프트,047080,348292,2021.06.21,2021년 1분기 보고서,9005957972,21051730883,-12045772911,-0.005620130370262563,6610,0.004559270516717325
2481,우원개발,046940,363246,2021.06.21,2021년 1분기 보고서,46347200032,54059706806,-7712506774,-0.0019556314701330564,7270,0.015363128491620111
2483,미스터블루,207760,1047840,2021.06.21,2021년 1분기 보고서,23325306649,11228752268,12096554381,0.005247087235878962,10700,0.038834951456310676
2485,티로보틱스,117730,867098,2021.06.21,2021년 1분기 보고서,32740540925,37924398795,-5183857870,0.0008633097915025787,8360,-0.15470171890798787
2487,극동유화,014530,105156,2021.06.21,2021년 1분기 보고서,109634997365,105545481686,4089515679,0.005995526332848633,5080,-0.16584564860426929
2489,삼아제약,009300,126788,2021.06.21,2021년 1분기 보고서,91595851132,15546002768,76049848364,-0.0004887730608741351,16600,0.12542372881355932
2491,EDGC,245620,1182550,2021.06.21,2021년 1분기 보고서,83853810541,102091633978,-18237823437,-0.01180486644275278,5200,0.050505050505050504
2493,부산도시가스,015350,123967,2021.06.21,2021년 1분기 보고서,378238611787,420688862773,-42450250986,0.004891458958656982,62400,0.08521739130434783
2495,티피씨글로벌,130740,578538,2021.06.21,2021년 1분기 보고서,25492335986,25228285541,264050445,-0.004397712522643961,5030,-0.001984126984126984
2497,디젠스,113810,576789,2021.06.21,2021년 1분기 보고서,32060837708,43715552835,-11654715127,0.005050179801340139,950,0.05555555555555555
2499,셀루메드,049180,310156,2021.06.21,2021년 1분기 보고서,18254560784,13945722467,4308838317,-0.002613158931608297,7680,0.16363636363636364
2501,KPX홀딩스,092230,587466,2021.06.21,2021년 1분기 보고서,160640442562,54084715756,106555726806,0.0012859517547342437,70900,0.1777408637873754
2503,혜인,003010,165343,2021.06.21,2021년 1분기 보고서,120703106175,102089310999,18613795176,0.002225840984410732,7300,-0.03054448871181939
2505,인터파크,035080,244561,2021.06.21,2021년 1분기 보고서,180101457910,237567950283,-57466492373,0.007069347849102607,5670,0.16546762589928057
2507,쎄트렉아이,099320,449254,2021.06.21,2021년 1분기 보고서,105956353557,72878122802,33078230755,0.0011391214097359703,53000,-0.1423948220064725
2509,동일철강,023790,172945,2021.06.21,2021년 1분기 보고서,47726118685,55754997933,-8028879248,-0.0030513703693747,7330,0.35239852398523985
2511,케이티,030200,190321,2021.06.21,2021년 1분기 보고서,7287308000000,14681300000000,-7393992000000,0.0037469282359243474,31750,0.12389380530973451
2513,지니뮤직,043610,223762,2021.06.21,2021년 1분기 보고서,170834618527,86358605417,84476013110,-0.0012252511597136448,6680,-0.007429420505200594
2515,KT서브마린,060370,225742,2021.06.21,2021년 1분기 보고서,69517632189,13567537051,55950095138,0.005490242927625568,7760,0.26384364820846906
2517,미래산업,025560,197759,2021.06.21,2021년 1분기 보고서,46480805050,41175085110,5305719940,-0.014582221172954872,20300,5.275115919629057
2519,제일테크노스,038010,148595,2021.06.21,2021년 1분기 보고서,66819825878,84374989162,-17555163284,0.004575274825972979,7730,-0.11353211009174312
2521,서울도시가스,017390,130684,2021.06.21,2021년 1분기 보고서,882205300168,675571616640,206633683528,-0.004791527086824693,139000,0.5653153153153153
2523,NICE,034310,158316,2021.06.21,2021년 1분기 보고서,450879967109,18941150000,431938817109,-0.003386381040007967,19300,0.1286549707602339
2525,앤디포스,238090,942131,2021.06.21,2021년 1분기 보고서,100765781598,26604785965,74160995633,0.006484585777998815,4415,0.07946210268948656
2527,엠게임,058630,397058,2021.06.21,2021년 1분기 보고서,33233187423,12498941196,20734246227,-0.012347827580076349,8920,-0.03463203463203463
2529,크리스에프앤씨,110790,522007,2021.06.21,2021년 1분기 보고서,230074585687,90984333288,139090252399,0.004790128460066997,31700,0.053156146179401995
2531,바이오솔루션,086820,560982,2021.06.21,2021년 1분기 보고서,41244282693,3593595243,37650687450,-0.003510943485549829,30150,0.13559322033898305
2533,국순당,043650,256715,2021.06.21,2021년 1분기 보고서,65859095614,8929152000,56929943614,0.00046487550712131874,8500,0.058530510585305104
2535,제일기획,030000,148276,2021.06.21,2021년 1분기 보고서,700343820029,508273072941,192070747088,0.0030246400205962086,24000,0.12941176470588237
2537,삼성전기,009150,126371,2021.06.21,2021년 1분기 보고서,2744336602820,1275020140053,1469316462767,0.0017407877541869537,174000,-0.072
2539,EMW,079190,479705,2021.06.21,2021년 1분기 보고서,20931242459,19636704313,1294538146,0.0,2780,0.0
2541,휴켐스,069260,426086,2021.06.21,2021년 1분기 보고서,496729348077,221001767043,275727581034,-0.0018506165112904312,22300,0.022935779816513763
2543,전진바이오팜,110020,632793,2021.06.21,2021년 1분기 보고서,6516607420,5029553805,1487053615,0.004735802682374441,9200,-0.23333333333333334
2545,삼성공조,006660,126201,2021.06.21,2021년 1분기 보고서,166920972433,25814701552,141106270881,-0.0042496446834249975,15650,0.5969387755102041
2547,KG ETS,151860,366137,2021.06.21,2021년 1분기 보고서,45900424612,182754026452,-136853601840,-0.04060943295975233,17450,1.7351097178683386
2549,조선내화,000480,148984,2021.06.21,2021년 1분기 보고서,246543699541,358468309682,-111924610141,0.0023431742459682817,91000,0.10840438489646773
2551,효성 ITX,094280,414850,2021.06.21,2021년 1분기 보고서,58483483829,114043444677,-55559960848,0.0016371797585317729,21350,0.05693069306930693
2553,팬오션,028670,122737,2021.06.21,2021년 1분기 보고서,674265000000,2081817000000,-1407552000000,-0.005164650148360569,7110,0.15235008103727715
2555,코렌,078650,477257,2021.06.21,2021년 1분기 보고서,26192634030,50321241662,-24128607632,-8.25620946638937e-05,2360,1.0521739130434782
2557,카이노스메드,284620,1263527,2021.06.21,2021년 1분기 보고서,12095678420,20445130094,-8349451674,0.00023826200844764974,3800,-0.024390243902439025
2559,케이씨씨글라스,344820,1428203,2021.06.21,2021년 1분기 보고서,767092718472,427588921356,339503797116,0.0035320463094955052,61200,0.22645290581162325
2561,삼양홀딩스,000070,126937,2021.06.21,2021년 1분기 보고서,365089000000,259373000000,105716000000,0.007019093284041787,104000,0.10992529348986126
2563,코웨이,021240,170558,2021.06.21,2021년 1분기 보고서,1048043370457,1612950636558,-564907266101,-0.0003689421958890229,78400,0.1969465648854962
2565,에이치엘비제약,047920,336817,2021.06.21,2021년 1분기 보고서,63129568831,61397034004,1732534827,-0.001183371953689959,14600,-0.14619883040935672
2567,한국쉘석유,002960,158149,2021.06.21,2021년 1분기 보고서,129011501994,67741972901,61269529093,-0.0006996428496659711,282500,0.12103174603174603
2569,휴온스블러썸,263920,1185566,2021.06.21,2021년 1분기 보고서,36947375394,62499085382,-25551709988,0.0,4555,0.0
2571,테스나,131970,563545,2021.06.21,2021년 1분기 보고서,59082434989,243175887592,-184093452603,0.001449279117021465,44350,-0.061375661375661375
2573,HDC,012630,164636,2021.06.21,2021년 1분기 보고서,165202468278,183911598372,-18709130094,0.006813897505595612,12800,0.13777777777777778
2575,HDC현대EP,089470,357935,2021.06.21,2021년 1분기 보고서,307261078589,240413806105,66847272484,-0.0006937708712845748,6080,-0.033386327503974564
2577,한솔제지,213500,1060744,2021.06.21,2021년 1분기 보고서,554911789360,1093490230026,-538578440666,0.003399439591117199,15550,0.08362369337979095
2579,YG PLUS,037270,249247,2021.06.21,2021년 1분기 보고서,59038420092,21365801212,37672618880,0.00043782087658546394,6140,0.10830324909747292
2581,한일화학,007770,267979,2021.06.21,2021년 1분기 보고서,93082816568,60294779864,32788036704,0.004853173674911455,16700,0.08794788273615635
2583,엔에스쇼핑,138250,406392,2021.06.21,2021년 1분기 보고서,128985353278,438604900834,-309619547556,0.007679124085839155,13600,0.1623931623931624
2585,성호전자,043260,317210,2021.06.21,2021년 1분기 보고서,56149508883,70103937680,-13954428797,-0.006956006663692817,1620,-0.12903225806451613
2587,빛샘전자,072950,359261,2021.06.21,2021년 1분기 보고서,39967195997,9354420351,30612775646,-0.003498176697189433,8380,0.22157434402332363
2589,아이크래프트,052460,405719,2021.06.21,2021년 1분기 보고서,29131489835,19824121236,9307368599,0.004678529569361325,8270,0.11907983761840325
2591,케이사인,192250,1003040,2021.06.21,2021년 1분기 보고서,24965975563,7067125700,17898849863,-0.0025404523884342877,3055,0.44786729857819907
2593,스타모빌리티,158310,923899,2021.06.21,2021년 1분기 보고서,21875843234,31457895548,-9582052314,0.0,505,0.0
2595,고려제약,014570,103015,2021.06.21,2021년 1분기 보고서,67676345848,15772206810,51904139038,0.004048211996824691,10850,-0.03982300884955752
2597,진매트릭스,109820,552992,2021.06.21,2021년 1분기 보고서,20061918601,5097379218,14964539383,-0.009108745669074526,12200,0.25
2599,에스티팜,237690,871833,2021.06.21,2021년 1분기 보고서,221442269109,147220487713,74221781396,0.005939775801002049,101700,0.19226260257913247
2601,금호석유화학,011780,106368,2021.06.21,2021년 1분기 보고서,1561444493269,1497732758489,63711734780,0.0024120152306689006,214000,-0.19245283018867926
2603,대한화섬,003830,113544,2021.06.21,2021년 1분기 보고서,73722657336,121303078522,-47580421186,0.007833520420066246,155500,0.1647940074906367
2605,세동,053060,133663,2021.06.21,2021년 1분기 보고서,22761207230,82552332715,-59791125485,0.01101672818776484,1850,-0.27165354330708663
2607,대양금속,009190,111111,2021.06.21,2021년 1분기 보고서,79724705085,38439151899,41285553186,0.005635921693271224,5350,0.3193588162762022
2609,선데이토즈,123420,815767,2021.06.21,2021년 1분기 보고서,131858309643,15491244183,116367065460,6.203873351204989e-05,24000,0.09090909090909091
2611,피피아이,062970,403766,2021.06.21,2021년 1분기 보고서,17580506557,16970792142,609714415,-0.0554436800650326,10400,0.8571428571428571
2613,남화산업,111710,245694,2021.06.21,2021년 1분기 보고서,39164405126,14853697964,24310707162,-0.006912796148792431,10900,0.12487100103199174
2615,위메이드,112040,444329,2021.06.21,2021년 1분기 보고서,242510345604,53938079283,188572266321,0.011299751129416832,53400,-0.11
2617,휘닉스소재,050090,369569,2021.06.21,2021년 1분기 보고서,24085784384,17008958586,7076825798,-0.0339500885742173,1635,0.20220588235294118
2619,이월드,084680,540605,2021.06.21,2021년 1분기 보고서,56680931336,85846480224,-29165548888,-0.0020256140460168303,3770,0.1137370753323486
2621,솔루에타,154040,624518,2021.06.21,2021년 1분기 보고서,45550983621,61854211746,-16303228125,0.003388227933559639,4080,-0.015681544028950542
2623,아모레퍼시픽,090430,583424,2021.06.21,2021년 1분기 보고서,1479477308109,465662052190,1013815255919,0.0002705203368112955,278000,0.07543520309477757
2625,아모레퍼시픽그룹,002790,154462,2021.06.21,2021년 1분기 보고서,454645217808,85457217085,369188000723,0.0020801416363658465,74000,0.14021571648690292
2627,한온시스템,018880,161125,2021.06.21,2021년 1분기 보고서,1339815662560,3440616264170,-2100800601610,-0.0037506719281338355,18450,0.0453257790368272
2629,유니온,000910,144252,2021.06.21,2021년 1분기 보고서,45090709446,80676308195,-35585598749,0.0054543314279552856,8030,-0.08542141230068337
2631,티에스이,131290,372226,2021.06.21,2021년 1분기 보고서,105961992633,30049342262,75912650371,0.0076348909401763206,56000,0.027522935779816515
2633,핸디소프트,220180,793155,2021.06.21,2021년 1분기 보고서,60476677178,6617331690,53859345488,-0.0003017189861286271,4690,0.29737206085753803
2635,현대바이오랜드,052260,347062,2021.06.21,2021년 1분기 보고서,53786562014,30838063458,22948498556,0.0027201184423341937,23200,0.022026431718061675
2637,휴메딕스,200670,614478,2021.06.21,2021년 1분기 보고서,73018724266,41156134892,31862589374,0.012079987756502705,34200,0.4016393442622951
2639,두산인프라코어,042670,344287,2021.06.21,2021년 1분기 보고서,1888178075824,3981705911738,-2093527835914,-0.012412094456974965,15600,0.3744493392070485
2641,한섬,020000,188089,2021.06.21,2021년 1분기 보고서,625907213085,12315000000,613592213085,0.00535877203325936,41350,0.01847290640394089
2643,에스엘바이오닉스,214310,957568,2021.06.21,2021년 1분기 보고서,22403378897,31227320489,-8823941592,0.00291063610310248,1100,-0.19117647058823528
2645,현대제철,004020,145880,2021.06.21,2021년 1분기 보고서,8239425262794,16165052525092,-7925627262298,0.0051706995733295244,51500,0.07180020811654526
2647,부산산업,011390,124027,2021.06.21,2021년 1분기 보고서,9760726129,8007824694,1752901435,0.00032314217560546507,156500,0.2084942084942085
2649,제이엘케이,322510,1153293,2021.06.21,2021년 1분기 보고서,15888864188,15957776632,-68912444,-0.004485647063407136,7570,-0.17177242888402625
2651,한전기술,052690,159209,2021.06.21,2021년 1분기 보고서,248287008362,211221663786,37065344576,0.005876522008377305,50500,1.2494432071269488
2653,무림SP,001810,121507,2021.06.21,2021년 1분기 보고서,179292215890,130737486980,48554728910,0.0008986862384135933,3825,0.026845637583892617
2655,삼천리자전거,024950,128607,2021.06.21,2021년 1분기 보고서,96194400390,48913927141,47280473249,0.008673022188027756,14150,0.07196969696969698
2657,팜젠사이언스,004720,135050,2021.06.21,2021년 1분기 보고서,63417198903,51107503601,12309695302,-0.012816025941948766,11200,0.25279642058165547
2659,유니온머티리얼,047400,369833,2021.06.21,2021년 1분기 보고서,82311336614,76240768518,6070568096,0.004027925055421964,4090,0.0024509803921568627
2661,LG화학,051910,356361,2021.06.21,2021년 1분기 보고서,7292096000000,11193563000000,-3901467000000,0.0015686383714401185,822000,0.02111801242236025
2663,쏠리드,050890,364403,2021.06.21,2021년 1분기 보고서,89002233115,147775537841,-58773304726,-0.013995913380999687,7680,-0.1504424778761062
2665,진에어,272450,653024,2021.06.21,2021년 1분기 보고서,113905162116,464575385746,-350670223630,0.007723913024781431,22150,0.08048780487804878
2667,현대퓨처넷,126560,403632,2021.06.21,2021년 1분기 보고서,288038395634,124312446287,163725949347,0.0033308236136789307,4695,-0.019832985386221295
2669,참엔지니어링,009310,153621,2021.06.21,2021년 1분기 보고서,72080592280,90923799958,-18843207678,0.0005445881424615371,1520,-0.02564102564102564
2671,휴맥스홀딩스,028080,219440,2021.06.21,2021년 1분기 보고서,4488450045,22047187488,-17558737443,-0.006682093295056658,4690,0.23421052631578948
2673,제이시스메디칼,287410,1267602,2021.06.21,2021년 1분기 보고서,36204386634,18507688090,17696698544,-0.011507084265916356,6400,0.5980024968789014
2675,인피니티엔티,016670,125725,2021.06.21,2021년 1분기 보고서,16254413061,27926255223,-11671842162,8.137254062201326e-06,973,0.0
2677,휴먼엔,032860,205687,2021.06.21,2021년 1분기 보고서,17405845580,7179087002,10226758578,0.028839336344308936,7090,-0.32476190476190475
2679,레드로버,060300,364795,2021.06.21,2021년 1분기 보고서,16571914647,14685815438,1886099209,0.0,1830,0.0
2681,이디티,215090,1063884,2021.06.21,2021년 1분기 보고서,35948561256,2291104589,33657456667,0.0031134866231895693,1300,0.7832647462277091
2683,티비씨,033830,204642,2021.06.21,2021년 1분기 보고서,70890887805,6383423812,64507463993,0.006234069805759864,1605,0.11072664359861592
2685,남양유업,003920,107598,2021.06.21,2021년 1분기 보고서,475236230014,210329181539,264907048475,-0.020908513435944076,652000,1.1518151815181519
2687,E1,017940,165583,2021.06.21,2021년 1분기 보고서,1119325385720,1743349292369,-624023906649,0.0062358421890465685,55100,0.28438228438228436
2689,코오롱생명과학,102940,525642,2021.06.21,2021년 1분기 보고서,132544273587,209425407924,-76881134337,-0.0003680946847624838,25600,0.29620253164556964
2691,한세실업,105630,728638,2021.06.21,2021년 1분기 보고서,638138859117,469879315646,168259543471,0.00332785890376456,23650,0.17955112219451372
2693,한세예스24홀딩스,016450,161976,2021.06.21,2021년 1분기 보고서,18415583833,95310388440,-76894804607,0.0038761896469139867,9540,0.15776699029126215
2695,한화에어로스페이스,012450,126566,2021.06.21,2021년 1분기 보고서,1690148198706,2906017426735,-1215869228029,0.002194628269086702,46950,0.14792176039119803
2697,노바렉스,194700,811372,2021.06.21,2021년 1분기 보고서,105300228558,112700317937,-7400089379,0.004791491289731968,43350,0.07037037037037037
2699,현대건설,000720,164478,2021.06.21,2021년 1분기 보고서,8275435000000,6476342000000,1799093000000,0.0010663943679559452,54900,0.246311010215664
2701,삼영화학공업,003720,127255,2021.06.21,2021년 1분기 보고서,22718634869,23345050806,-626415937,-0.007964988915748166,3010,0.0965391621129326
2703,넷게임즈,225570,1096341,2021.06.21,2021년 1분기 보고서,78344447527,30965583725,47378863802,-0.01381980713867895,12100,-0.08679245283018867
2705,오텍,067170,397289,2021.06.21,2021년 1분기 보고서,57549728962,78261351493,-20711622531,0.0004769548207098328,13200,0.0
2707,메가스터디,072870,422284,2021.06.21,2021년 1분기 보고서,108420746903,33544721813,74876025090,0.0002976914311412114,14350,0.18106995884773663
2709,노랑풍선,104620,632845,2021.06.21,2021년 1분기 보고서,48117483312,2382825000,45734658312,0.004745039955920175,28550,0.1748971193415638
2711,종근당,185750,992871,2021.06.21,2021년 1분기 보고서,570903489239,370295226659,200608262580,0.0013674400625402123,132000,-0.043478260869565216
2713,대우건설,047040,124540,2021.06.21,2021년 1분기 보고서,5792827623555,6414588428668,-621760805113,0.005548188858498541,8210,0.24205748865355523
2715,조이시티,067000,397252,2021.06.21,2021년 1분기 보고서,52384787945,22383241500,30001546445,0.002528262603818681,10650,0.12223393045310854
2717,STX엔진,077970,480455,2021.06.21,2021년 1분기 보고서,385789000000,505177000000,-119388000000,0.0012059601805372413,13300,0.6666666666666666
2719,에이피티씨,089970,544577,2021.06.21,2021년 1분기 보고서,112503313698,36318501062,76184812636,0.0066186916384704374,24750,0.042105263157894736
2721,두산밥캣,241560,1032486,2021.06.21,2021년 1분기 보고서,137668622000,227475966000,-89807344000,0.012293257357817364,45300,0.07600950118764846
2723,엔시스,333620,1310773,2021.06.21,2021년 1분기 보고서,51863503367,13360021773,38503481594,-0.007853902038821924,20000,
2724,국보디자인,066620,253985,2021.06.21,2021년 1분기 보고서,110758482877,91401847777,19356635100,0.00301665664961618,24400,0.12183908045977011
2726,참좋은여행,094850,606770,2021.06.21,2021년 1분기 보고서,72303184680,5247868885,67055315795,0.005114816109593724,15200,0.4205607476635514
2728,에이치피오,357230,1068737,2021.06.21,2021년 1분기 보고서,29428066281,11475597352,17952468929,-0.00693125627233965,18000,
2729,대한방직,001070,112970,2021.06.21,2021년 1분기 보고서,100301028011,83694850698,16606177313,-0.0003701951873801076,44050,0.0757020757020757
2731,동운아나텍,094170,695969,2021.06.21,2021년 1분기 보고서,55361633940,36786457122,18575176818,0.0009136397497412517,7390,-0.33122171945701356
2733,루멘스,038060,406329,2021.06.21,2021년 1분기 보고서,96597515944,89529902105,7067613839,0.0033448595199066324,1485,-0.03257328990228013
2735,ISC,095340,572905,2021.06.21,2021년 1분기 보고서,75032272195,53893958559,21138313636,-0.022431332898646853,24500,0.12643678160919541
2737,아이즈비전,031310,200910,2021.06.21,2021년 1분기 보고서,42295036723,16319519105,25975517618,0.0042900591703178914,5100,0.11353711790393013
2739,한화,000880,160588,2021.06.21,2021년 1분기 보고서,1867198000000,4576317000000,-2709119000000,0.004201196657316603,31300,-0.01726844583987441
2741,에이스테크,088800,556907,2021.06.21,2021년 1분기 보고서,137753725508,192344396668,-54590671160,-0.01700877603561469,19750,-0.034229828850855744
2743,넥스트사이언스,003580,169048,2021.06.21,2021년 1분기 보고서,29846929783,37852843381,-8005913598,-0.0013132927466878049,12650,0.6428571428571429
2745,상상인,038540,306162,2021.06.21,2021년 1분기 보고서,34557715668,22458572475,12099143193,0.0042017328067531345,8000,0.2084592145015106
2747,줌인터넷,239340,1128622,2021.06.21,2021년 1분기 보고서,23887585733,6590674130,17296911603,-0.012178994903783514,7130,0.3058608058608059
2749,금호타이어,073240,481454,2021.06.21,2021년 1분기 보고서,876683709707,1884397831206,-1007714121499,-0.017547672855389766,7370,0.9343832020997376
2751,F&F 홀딩스,007700,126487,2021.06.21,2021년 1분기 보고서,637283891047,2356716561874,-1719432670827,0.004563955638222873,37300,-0.7074509803921568
2753,엔에스엔,031860,180865,2021.06.21,2021년 1분기 보고서,21934021996,9843627509,12090394487,0.007460655543478456,1300,-0.19753086419753085
2755,CMG제약,058820,380429,2021.06.21,2021년 1분기 보고서,146209548928,13000115396,133209433532,-0.005302231390410456,5350,0.22006841505131128
2757,GST,083450,540863,2021.06.21,2021년 1분기 보고서,97495034019,37179534799,60315499220,-0.0057238133479785335,26650,0.22247706422018348
2759,일지테크,019540,146560,2021.06.21,2021년 1분기 보고서,59638661211,77757815341,-18119154130,-0.01949449509057154,5160,0.37783711615487314
2761,포스코 ICT,022100,155212,2021.06.21,2021년 1분기 보고서,390163811561,248908372671,141255438890,0.0007250629200963099,8600,0.17006802721088435
2763,크로바하이텍,043590,260611,2021.06.21,2021년 1분기 보고서,14643822816,7499910739,7143912077,-0.0006265449762313099,2485,0.3324396782841823
2765,한화시스템,272210,339391,2021.06.21,2021년 1분기 보고서,1583890362100,1591743026365,-7852664265,0.001931183454333068,17350,-0.2149321266968326
2767,삼강엠앤티,100090,480367,2021.06.21,2021년 1분기 보고서,231864855872,385452055861,-153587199989,0.0061320566819193165,18250,-0.14719626168224298
2769,화승알앤에이,378850,1532603,2021.06.21,2021년 1분기 보고서,226310520417,354155785024,-127845264607,0.007727800877009783,6200,0.11510791366906475
2771,에너토크,019990,169215,2021.06.21,2021년 1분기 보고서,18832601158,5744253752,13088347406,0.011633255833679869,13750,0.7038413878562577
2773,신세계푸드,031440,274933,2021.06.21,2021년 1분기 보고서,254320094196,602121757652,-347801663456,0.003652311902326403,98500,0.3221476510067114
2775,이랜텍,054210,206659,2021.06.21,2021년 1분기 보고서,108913724141,94822677289,14091046852,0.00029404892797290884,7030,-0.10331632653061225
2777,유앤아이,056090,346610,2021.06.21,2021년 1분기 보고서,19106581896,30534711851,-11428129955,-0.000786508645840513,4845,0.048701298701298704
2779,다우기술,023590,176914,2021.06.21,2021년 1분기 보고서,374761412096,441552845421,-66791433325,0.0011890798786911951,27400,0.012939001848428836
2781,다우데이타,032190,238782,2021.06.21,2021년 1분기 보고서,224752070900,331440703158,-106688632258,-0.002983962709674818,15850,0.23828125
2783,한국파마,032300,187770,2021.06.21,2021년 1분기 보고서,48149322867,32965509841,15183813026,-0.006039528424985976,46050,0.22636484687083888
2785,디와이,013570,117179,2021.06.21,2021년 1분기 보고서,12975105082,4899373385,8075731697,0.008810507002593034,6180,0.08231173380035026
2787,삼일,032280,127909,2021.06.21,2021년 1분기 보고서,16091526771,47526680043,-31435153272,0.00526350554207812,3560,0.5614035087719298
2789,대동기어,008830,109310,2021.06.21,2021년 1분기 보고서,92846448675,155881878718,-63035430043,-0.001658455380029841,9430,1.3056234718826405
2791,화성밸브,039610,217743,2021.06.21,2021년 1분기 보고서,63211005520,27596727164,35614278356,-0.005705537608468671,8650,0.10897435897435898
2793,쌍용정보통신,010280,138303,2021.06.21,2021년 1분기 보고서,46081012044,75265324891,-29184312847,0.0024754916672433684,1250,-0.1039426523297491
2795,씨큐브,101240,520610,2021.06.21,2021년 1분기 보고서,41404858295,27921338636,13483519659,0.002930489141469869,8750,0.0815822002472188
2797,지니틱스,303030,1318933,2021.06.21,2021년 1분기 보고서,29086105933,10015036678,19071069255,-0.0013425483402920513,3635,-0.01756756756756757
2799,현진소재,053660,188715,2021.06.21,2021년 1분기 보고서,15040939512,114906046649,-99865107137,0.0,400,0.0
2801,대양제지,006580,111227,2021.06.21,2021년 1분기 보고서,52180299468,34789815893,17390483575,-1.023829634748545e-05,3260,0.0
2803,피에이치씨,057880,410739,2021.06.21,2021년 1분기 보고서,40368127838,7600669136,32767458702,-0.000346221192206631,1515,-0.28705882352941176
2805,윈스,136540,868705,2021.06.21,2021년 1분기 보고서,73662981122,38955628246,34707352876,-0.0021039350950627805,17900,0.0783132530120482
2807,와이오엠,066430,370200,2021.06.21,2021년 1분기 보고서,14905893835,10617307544,4288586291,-0.0006103101761819369,3380,0.4112734864300626
2809,효성화학,298000,1316236,2021.06.21,2021년 1분기 보고서,394834762628,1144146346207,-749311583579,-0.0012413927985269252,328000,0.061488673139158574
2811,롯데칠성음료,005300,120571,2021.06.21,2021년 1분기 보고서,896859858948,2096537194428,-1199677335480,0.010284608996589053,146000,0.0695970695970696
2813,카카오게임즈,293490,1137383,2021.06.21,2021년 1분기 보고서,801658679357,7456009900,794202669457,0.001219738492337629,56700,0.08206106870229007
2815,JYP Ent.,035900,258689,2021.06.21,2021년 1분기 보고서,97889381329,31326237818,66563143511,-0.008762454116081833,43050,0.20926966292134833
2817,오이솔루션,138080,571483,2021.06.21,2021년 1분기 보고서,127904040266,51828459951,76075580315,-0.010081262882970532,47750,0.030204962243797196
2819,현대공업,170030,164502,2021.06.21,2021년 1분기 보고서,111960063245,54117110444,57842952801,0.004068170160245277,9180,-0.05360824742268041
2821,대우조선해양,042660,111704,2021.06.21,2021년 1분기 보고서,5520984369802,6310339084826,-789354715024,0.005952078242021221,36000,0.27208480565371024
2823,동아쏘시오홀딩스,000640,116824,2021.06.21,2021년 1분기 보고서,139144412546,306821790398,-167677377852,0.00028642664228529553,124000,0.14814814814814814
2825,삼성엔지니어링,028050,126308,2021.06.21,2021년 1분기 보고서,2275106616536,2628945777161,-353839160625,-0.018701651641714303,24100,0.7214285714285714
2827,신라섬유,001000,135999,2021.06.21,2021년 1분기 보고서,1890392653,17679220075,-15788827422,-0.005709311458339222,3250,0.23106060606060605
2829,SK하이닉스,000660,164779,2021.06.21,2021년 1분기 보고서,14272903000000,18156016000000,-3883113000000,0.0050742733014215785,122000,-0.07924528301886792
2831,로지시스,067730,238199,2021.06.21,2021년 1분기 보고서,18691764092,8379057906,10312706186,0.007633868602377506,8940,-0.16448598130841122
2833,효성티앤씨,298020,1316227,2021.06.21,2021년 1분기 보고서,473875460886,824742772428,-350867311542,-0.017570437761868937,829000,0.4467713787085515
2835,주성엔지니어링,036930,252135,2021.06.21,2021년 1분기 보고서,142361161336,317356664764,-174995503428,-0.001252938155371853,14000,0.25
2837,LG헬로비전,037560,222532,2021.06.21,2021년 1분기 보고서,238186819920,257328460210,-19141640290,-0.004553961470900657,8130,0.6524390243902439
2839,LG,003550,120021,2021.06.21,2021년 1분기 보고서,3135541000000,2418720000000,716821000000,-0.005630301069208076,104000,0.1504424778761062
2841,골프존,215000,1067516,2021.06.21,2021년 1분기 보고서,134510011966,138495824224,-3985812258,-0.010664752067788007,117500,0.30410654827968925
2843,롯데케미칼,011170,165413,2021.06.21,2021년 1분기 보고서,5363597522613,4328957551035,1034639971578,0.00036803895527750397,269000,-0.10631229235880399
2845,진원생명과학,011000,118521,2021.06.21,2021년 1분기 보고서,88889250346,33815766079,55073484267,-0.062323830368624794,33250,1.8418803418803418
2847,한프,066110,226228,2021.06.21,2021년 1분기 보고서,49101556212,80389270848,-31287714636,-0.0018829225332268312,1130,1.3541666666666667
